company_name,evidence_query,evidence_year,new_region,unique_document_id,avg_evidence_score,std_error_evidence_score
EDF,Energy and Resource Efficiency,2014,united_states,1,2.0,
EDF,Energy and Resource Efficiency,2015,eu,1,-1.0,
EDF,Energy and Resource Efficiency,2015,united_kingdom,1,2.0,
EDF,Energy and Resource Efficiency,2016,eu,1,1.0,
EDF,Energy and Resource Efficiency,2017,united_kingdom,1,1.0,
EDF,Energy and Resource Efficiency,2020,eu,1,1.0,
EDF,Energy and Resource Efficiency,2021,eu,10,1.3,0.2603416558635551
EDF,Energy and Resource Efficiency,2021,france,1,2.0,
EDF,Energy and Resource Efficiency,2022,eu,5,0.0,0.6324555320336759
EDF,Energy and Resource Efficiency,2022,france,1,1.0,
EDF,Energy and Resource Efficiency,2022,united_kingdom,1,1.0,
EDF,Energy and Resource Efficiency,2022,united_states,1,2.0,
EDF,GHG Emission Regulation,2013,eu,2,0.5,0.5
EDF,GHG Emission Regulation,2014,eu,3,2.0,0.0
EDF,GHG Emission Regulation,2015,eu,1,2.0,
EDF,GHG Emission Regulation,2015,united_kingdom,1,-1.0,
EDF,GHG Emission Regulation,2016,united_kingdom,2,2.0,0.0
EDF,GHG Emission Regulation,2019,united_kingdom,1,2.0,
EDF,GHG Emission Regulation,2020,eu,8,1.875,0.125
EDF,GHG Emission Regulation,2021,eu,4,1.8,0.19999999999999998
EDF,GHG Emission Regulation,2021,united_kingdom,1,1.0,
EDF,GHG Emission Regulation,2021,united_states,2,2.0,0.0
EDF,GHG Emission Regulation,2022,eu,4,0.5,0.8660254037844386
EDF,GHG Emission Regulation,2022,france,1,1.0,
EDF,Renewable Energy,2013,eu,1,-2.0,
EDF,Renewable Energy,2014,eu,3,-1.0,1.0
EDF,Renewable Energy,2014,global,1,1.0,
EDF,Renewable Energy,2014,united_states,1,2.0,
EDF,Renewable Energy,2015,eu,3,-0.3333333333333333,1.2018504251546633
EDF,Renewable Energy,2015,united_kingdom,1,0.0,
EDF,Renewable Energy,2016,eu,2,1.6666666666666667,0.3333333333333333
EDF,Renewable Energy,2016,united_kingdom,1,-1.0,
EDF,Renewable Energy,2019,united_kingdom,1,2.0,
EDF,Renewable Energy,2020,eu,2,2.0,0.0
EDF,Renewable Energy,2020,france,1,2.0,
EDF,Renewable Energy,2020,united_kingdom,1,2.0,
EDF,Renewable Energy,2021,eu,5,1.0,0.6324555320336759
EDF,Renewable Energy,2021,united_states,2,1.5,0.5
EDF,Renewable Energy,2022,eu,4,1.25,0.47871355387816905
EDF,Renewable Energy,2022,france,1,2.0,
EDF,Renewable Energy,2022,united_states,3,2.0,0.0
EDF,Support of UN Climate Process,2013,global,1,1.0,
EDF,Support of UN Climate Process,2015,eu,1,1.0,
EDF,Support of UN Climate Process,2015,global,5,1.4,0.24494897427831777
EDF,Support of UN Climate Process,2016,eu,1,1.0,
EDF,Support of UN Climate Process,2016,global,1,1.0,0.0
EDF,Support of UN Climate Process,2016,united_kingdom,1,2.0,
EDF,Support of UN Climate Process,2017,global,2,2.0,0.0
EDF,Support of UN Climate Process,2020,united_states,1,2.0,
EDF,Support of UN Climate Process,2021,global,1,1.0,
EDF,Support of UN Climate Process,2021,united_states,2,1.5,0.5
EDF,Supporting the Need for Regulations,2015,global,2,1.0,0.0
EDF,Supporting the Need for Regulations,2016,global,2,0.0,0.0
EDF,Supporting the Need for Regulations,2016,united_kingdom,1,2.0,
EDF,Supporting the Need for Regulations,2019,eu,1,1.0,
EDF,Supporting the Need for Regulations,2019,united_kingdom,1,2.0,
EDF,Supporting the Need for Regulations,2020,eu,3,1.0,0.5773502691896258
EDF,Supporting the Need for Regulations,2020,global,1,1.0,
EDF,Supporting the Need for Regulations,2020,united_states,1,1.0,
EDF,Supporting the Need for Regulations,2021,global,1,1.0,
EDF,Supporting the Need for Regulations,2021,united_states,1,2.0,
EDF,Supporting the Need for Regulations,2022,eu,1,1.0,
EDF,Supporting the Need for Regulations,2022,united_kingdom,1,1.0,
EDF,Supporting the Need for Regulations,2023,eu,1,1.0,
EDF,Transparency on Legislation,2022,eu,2,1.0,0.0
ENEOS Holdings (formerly JX Holdings Inc),Alignment with IPCC on Climate Action,2020,japan,1,1.0,
ENEOS Holdings (formerly JX Holdings Inc),Alignment with IPCC on Climate Action,2022,japan,1,1.0,
ENEOS Holdings (formerly JX Holdings Inc),Disclosure on Relationships,2020,japan,1,-1.0,
ENEOS Holdings (formerly JX Holdings Inc),Disclosure on Relationships,2021,japan,1,-1.0,
ENEOS Holdings (formerly JX Holdings Inc),Energy Transition & Zero Carbon Technologies,2020,japan,1,0.0,0.0
ENEOS Holdings (formerly JX Holdings Inc),Energy Transition & Zero Carbon Technologies,2021,japan,5,-0.8,0.48989794855663554
ENEOS Holdings (formerly JX Holdings Inc),Support of UN Climate Process,2020,japan,1,0.0,
ENEOS Holdings (formerly JX Holdings Inc),Support of UN Climate Process,2022,japan,1,0.0,
ENEOS Holdings (formerly JX Holdings Inc),Supporting the Need for Regulations,2021,japan,1,0.0,
ENEOS Holdings (formerly JX Holdings Inc),Transparency on Legislation,2020,japan,1,-1.0,
ENEOS Holdings (formerly JX Holdings Inc),Transparency on Legislation,2021,japan,1,-1.0,
ENEOS Holdings (formerly JX Holdings Inc),Transparency on Legislation,2022,japan,1,-1.0,
Ecopetrol,Alignment with IPCC on Climate Action,2020,global,1,2.0,
Ecopetrol,Alignment with IPCC on Climate Action,2020,south_america,1,0.0,
Ecopetrol,Alignment with IPCC on Climate Action,2021,south_america,1,2.0,
Ecopetrol,Communication of Climate Science,2018,south_america,1,1.0,
Ecopetrol,Communication of Climate Science,2020,south_america,1,1.0,
Ecopetrol,Disclosure on Relationships,2022,global,1,-1.0,0.0
Ecopetrol,Energy Transition & Zero Carbon Technologies,2017,south_america,1,-2.0,
Ecopetrol,Energy Transition & Zero Carbon Technologies,2019,south_america,3,-1.0,0.0
Ecopetrol,Energy Transition & Zero Carbon Technologies,2020,global,1,1.0,
Ecopetrol,Energy Transition & Zero Carbon Technologies,2020,south_america,3,-1.0,0.0
Ecopetrol,Energy Transition & Zero Carbon Technologies,2021,south_america,7,-0.14285714285714285,0.34006802040680234
Ecopetrol,Energy Transition & Zero Carbon Technologies,2022,global,1,-2.0,
Ecopetrol,Energy Transition & Zero Carbon Technologies,2022,south_america,4,-0.75,0.25
Ecopetrol,GHG Emission Regulation,2019,south_america,1,1.0,
Ecopetrol,GHG Emission Regulation,2021,south_america,2,0.0,1.0
Ecopetrol,GHG Emission Regulation,2022,south_america,1,0.0,
Ecopetrol,Support of UN Climate Process,2021,global,1,1.0,
Ecopetrol,Support of UN Climate Process,2022,global,1,1.0,
Ecopetrol,Supporting the Need for Regulations,2018,south_america,1,0.0,
Ecopetrol,Supporting the Need for Regulations,2021,south_america,2,0.0,0.0
Ecopetrol,Supporting the Need for Regulations,2022,global,1,0.0,
Ecopetrol,Transparency on Legislation,2019,south_america,1,-2.0,
Ecopetrol,Transparency on Legislation,2020,south_america,1,-2.0,
Ecopetrol,Transparency on Legislation,2021,south_america,1,-1.0,
Ecopetrol,Transparency on Legislation,2022,south_america,1,-2.0,0.0
Enbridge,Alignment with IPCC on Climate Action,2018,north_america,1,0.0,
Enbridge,Alignment with IPCC on Climate Action,2019,global,1,0.0,
Enbridge,Alignment with IPCC on Climate Action,2020,global,2,0.0,0.0
Enbridge,Alignment with IPCC on Climate Action,2021,canada,1,0.0,
Enbridge,Alignment with IPCC on Climate Action,2021,global,3,0.3333333333333333,0.33333333333333337
Enbridge,Alignment with IPCC on Climate Action,2022,global,2,0.0,0.0
Enbridge,Alignment with IPCC on Climate Action,2022,united_states,1,0.0,
Enbridge,Carbon Tax,2012,global,1,1.0,
Enbridge,Carbon Tax,2017,global,1,2.0,
Enbridge,Carbon Tax,2020,canada,1,-1.0,
Enbridge,Carbon Tax,2022,canada,1,0.0,
Enbridge,Communication of Climate Science,2014,global,1,1.0,
Enbridge,Communication of Climate Science,2015,north_america,2,1.0,0.0
Enbridge,Communication of Climate Science,2019,north_america,1,0.0,
Enbridge,Disclosure on Relationships,2014,north_america,1,2.0,0.0
Enbridge,Emissions Trading,2012,global,1,0.0,
Enbridge,Emissions Trading,2014,north_america,1,-1.0,
Enbridge,Emissions Trading,2017,canada,1,2.0,
Enbridge,Energy Transition & Zero Carbon Technologies,2012,north_america,3,-1.6666666666666667,0.3333333333333333
Enbridge,Energy Transition & Zero Carbon Technologies,2014,north_america,2,-1.0,0.0
Enbridge,Energy Transition & Zero Carbon Technologies,2015,north_america,4,-0.5,0.6454972243679028
Enbridge,Energy Transition & Zero Carbon Technologies,2017,global,2,0.25,0.47871355387816905
Enbridge,Energy Transition & Zero Carbon Technologies,2018,global,1,-1.0,
Enbridge,Energy Transition & Zero Carbon Technologies,2018,north_america,1,-1.0,
Enbridge,Energy Transition & Zero Carbon Technologies,2019,global,1,-1.0,
Enbridge,Energy Transition & Zero Carbon Technologies,2019,north_america,4,-0.25,0.25
Enbridge,Energy Transition & Zero Carbon Technologies,2020,north_america,3,-1.6666666666666667,0.3333333333333333
Enbridge,Energy Transition & Zero Carbon Technologies,2020,united_states,1,-2.0,
Enbridge,Energy Transition & Zero Carbon Technologies,2021,canada,8,-0.5555555555555556,0.37679611017362596
Enbridge,Energy Transition & Zero Carbon Technologies,2021,global,1,-1.0,
Enbridge,Energy Transition & Zero Carbon Technologies,2021,north_america,8,-0.75,0.31339158526400435
Enbridge,Energy Transition & Zero Carbon Technologies,2021,united_states,2,-1.5,0.5
Enbridge,Energy Transition & Zero Carbon Technologies,2022,canada,7,-0.6666666666666666,0.40824829046386296
Enbridge,Energy Transition & Zero Carbon Technologies,2022,global,8,-0.8888888888888888,0.20030840419244386
Enbridge,Energy Transition & Zero Carbon Technologies,2022,north_america,1,-2.0,
Enbridge,Energy Transition & Zero Carbon Technologies,2022,united_states,5,-1.0,0.4472135954999579
Enbridge,Energy Transition & Zero Carbon Technologies,2023,canada,2,-2.0,0.0
Enbridge,Energy and Resource Efficiency,2021,canada,1,1.0,
Enbridge,GHG Emission Regulation,2019,north_america,1,-2.0,
Enbridge,GHG Emission Regulation,2022,canada,1,0.0,
Enbridge,Renewable Energy,2020,north_america,1,0.0,
Enbridge,Renewable Energy,2021,canada,1,0.0,
Enbridge,Renewable Energy,2022,canada,1,0.0,
Enbridge,Support of UN Climate Process,2017,global,1,1.0,
Enbridge,Support of UN Climate Process,2019,global,1,1.0,
Enbridge,Support of UN Climate Process,2021,canada,1,0.0,
Enbridge,Supporting the Need for Regulations,2017,north_america,1,0.0,
Enbridge,Supporting the Need for Regulations,2020,canada,1,1.0,
Enbridge,Supporting the Need for Regulations,2021,canada,4,0.75,0.25
Enbridge,Supporting the Need for Regulations,2021,united_states,1,-1.0,
Enbridge,Supporting the Need for Regulations,2022,canada,3,0.0,0.0
Enbridge,Supporting the Need for Regulations,2022,global,1,0.0,
Enbridge,Transparency on Legislation,2014,north_america,1,-1.0,
Enbridge,Transparency on Legislation,2022,north_america,1,-2.0,
Enel,Alignment with IPCC on Climate Action,2014,global,1,0.0,
Enel,Alignment with IPCC on Climate Action,2015,global,2,1.5,0.5
Enel,Alignment with IPCC on Climate Action,2016,eu,1,2.0,
Enel,Alignment with IPCC on Climate Action,2018,eu,2,2.0,0.0
Enel,Alignment with IPCC on Climate Action,2018,global,1,1.0,
Enel,Alignment with IPCC on Climate Action,2019,eu,1,2.0,
Enel,Alignment with IPCC on Climate Action,2020,eu,4,2.0,0.0
Enel,Alignment with IPCC on Climate Action,2020,global,1,2.0,
Enel,Alignment with IPCC on Climate Action,2021,eu,3,1.0,1.0
Enel,Alignment with IPCC on Climate Action,2021,global,1,2.0,
Enel,Alignment with IPCC on Climate Action,2021,united_states,2,2.0,0.0
Enel,Alignment with IPCC on Climate Action,2022,eu,2,2.0,0.0
Enel,Alignment with IPCC on Climate Action,2023,global,1,2.0,
Enel,Carbon Tax,2016,eu,1,2.0,
Enel,Carbon Tax,2018,eu,1,-1.0,
Enel,Carbon Tax,2020,eu,3,0.0,0.5773502691896258
Enel,Carbon Tax,2021,eu,2,1.0,0.0
Enel,Carbon Tax,2021,united_states,1,1.0,
Enel,Carbon Tax,2022,eu,1,1.0,
Enel,Communication of Climate Science,2011,global,1,2.0,
Enel,Communication of Climate Science,2015,global,2,2.0,0.0
Enel,Communication of Climate Science,2018,global,1,2.0,
Enel,Communication of Climate Science,2020,global,1,2.0,
Enel,Communication of Climate Science,2021,global,3,1.3333333333333333,0.3333333333333333
Enel,Communication of Climate Science,2021,united_states,1,1.0,
Enel,Communication of Climate Science,2022,global,2,1.5,0.5
Enel,Communication of Climate Science,2023,global,1,2.0,
Enel,Disclosure on Relationships,2014,eu,1,2.0,
Enel,Disclosure on Relationships,2014,global,2,2.0,0.0
Enel,Disclosure on Relationships,2019,global,1,-1.0,
Enel,Disclosure on Relationships,2021,global,1,1.0,0.0
Enel,Emissions Trading,2013,eu,1,0.0,0.0
Enel,Emissions Trading,2014,eu,1,1.0,
Enel,Emissions Trading,2015,eu,2,1.6666666666666667,0.3333333333333333
Enel,Emissions Trading,2016,eu,3,1.3333333333333333,0.3333333333333333
Enel,Emissions Trading,2017,eu,1,2.0,
Enel,Emissions Trading,2018,global,1,0.0,
Enel,Emissions Trading,2019,eu,1,2.0,
Enel,Emissions Trading,2020,eu,4,1.75,0.25
Enel,Emissions Trading,2021,eu,4,1.25,0.25
Enel,Emissions Trading,2021,global,2,0.0,1.0
Enel,Emissions Trading,2022,eu,1,1.0,
Enel,Emissions Trading,2022,united_states,1,2.0,
Enel,Energy Transition & Zero Carbon Technologies,2014,eu,1,0.0,
Enel,Energy Transition & Zero Carbon Technologies,2015,eu,4,1.0,0.0
Enel,Energy Transition & Zero Carbon Technologies,2015,global,7,1.4285714285714286,0.20203050891044214
Enel,Energy Transition & Zero Carbon Technologies,2016,eu,5,1.2,0.19999999999999998
Enel,Energy Transition & Zero Carbon Technologies,2016,global,2,1.0,0.0
Enel,Energy Transition & Zero Carbon Technologies,2017,eu,8,1.125,0.479490056503484
Enel,Energy Transition & Zero Carbon Technologies,2017,global,2,1.0,0.0
Enel,Energy Transition & Zero Carbon Technologies,2017,italy,1,1.0,
Enel,Energy Transition & Zero Carbon Technologies,2018,eu,3,1.3333333333333333,0.3333333333333333
Enel,Energy Transition & Zero Carbon Technologies,2018,global,1,2.0,
Enel,Energy Transition & Zero Carbon Technologies,2018,spain,1,-2.0,
Enel,Energy Transition & Zero Carbon Technologies,2019,eu,3,1.5,0.28867513459481287
Enel,Energy Transition & Zero Carbon Technologies,2019,global,1,1.0,
Enel,Energy Transition & Zero Carbon Technologies,2019,united_states,2,1.0,0.0
Enel,Energy Transition & Zero Carbon Technologies,2020,australia,1,2.0,
Enel,Energy Transition & Zero Carbon Technologies,2020,eu,7,1.5714285714285714,0.20203050891044214
Enel,Energy Transition & Zero Carbon Technologies,2020,global,6,1.0,0.0
Enel,Energy Transition & Zero Carbon Technologies,2020,spain,3,1.0,0.0
Enel,Energy Transition & Zero Carbon Technologies,2021,australia,1,2.0,
Enel,Energy Transition & Zero Carbon Technologies,2021,eu,19,1.5,0.11470786693528086
Enel,Energy Transition & Zero Carbon Technologies,2021,europe,1,1.0,
Enel,Energy Transition & Zero Carbon Technologies,2021,global,7,1.4285714285714286,0.20203050891044214
Enel,Energy Transition & Zero Carbon Technologies,2021,italy,1,1.0,
Enel,Energy Transition & Zero Carbon Technologies,2021,united_states,2,1.0,0.0
Enel,Energy Transition & Zero Carbon Technologies,2022,eu,14,1.0,0.2096569673443837
Enel,Energy Transition & Zero Carbon Technologies,2022,global,1,1.0,
Enel,Energy Transition & Zero Carbon Technologies,2022,italy,3,0.3333333333333333,0.6666666666666667
Enel,Energy Transition & Zero Carbon Technologies,2022,spain,1,1.0,
Enel,Energy Transition & Zero Carbon Technologies,2022,united_states,4,1.75,0.25
Enel,Energy Transition & Zero Carbon Technologies,2023,eu,2,1.0,0.0
Enel,Energy Transition & Zero Carbon Technologies,2023,spain,1,1.0,
Enel,Energy and Resource Efficiency,2013,eu,2,-1.5,0.5
Enel,Energy and Resource Efficiency,2014,eu,2,-1.0,1.0
Enel,Energy and Resource Efficiency,2014,global,1,0.0,
Enel,Energy and Resource Efficiency,2015,eu,1,0.0,
Enel,Energy and Resource Efficiency,2016,eu,2,0.3333333333333333,0.8819171036881969
Enel,Energy and Resource Efficiency,2018,eu,1,1.0,
Enel,Energy and Resource Efficiency,2019,eu,1,1.0,
Enel,Energy and Resource Efficiency,2019,united_states,1,2.0,
Enel,Energy and Resource Efficiency,2020,eu,3,1.6666666666666667,0.3333333333333333
Enel,Energy and Resource Efficiency,2021,eu,7,1.25,0.31339158526400435
Enel,Energy and Resource Efficiency,2021,global,1,1.0,
Enel,Energy and Resource Efficiency,2022,eu,3,2.0,0.0
Enel,Energy and Resource Efficiency,2022,united_states,1,2.0,
Enel,GHG Emission Regulation,2013,eu,1,2.0,
Enel,GHG Emission Regulation,2014,eu,2,1.5,0.5
Enel,GHG Emission Regulation,2014,global,1,1.0,
Enel,GHG Emission Regulation,2015,global,2,2.0,0.0
Enel,GHG Emission Regulation,2015,north_america,1,1.0,
Enel,GHG Emission Regulation,2016,eu,1,2.0,
Enel,GHG Emission Regulation,2017,eu,2,0.5,1.4999999999999998
Enel,GHG Emission Regulation,2019,eu,1,2.0,
Enel,GHG Emission Regulation,2020,eu,8,1.875,0.125
Enel,GHG Emission Regulation,2021,eu,7,1.7777777777777777,0.14698618394803278
Enel,GHG Emission Regulation,2021,global,1,2.0,
Enel,GHG Emission Regulation,2021,united_states,2,2.0,0.0
Enel,GHG Emission Regulation,2022,eu,2,2.0,0.0
Enel,GHG Emission Regulation,2022,united_states,1,2.0,
Enel,Land Use,2021,global,1,1.0,
Enel,Land Use,2022,eu,1,1.0,
Enel,Land Use,2023,global,2,0.0,0.0
Enel,Renewable Energy,2013,eu,2,-2.0,0.0
Enel,Renewable Energy,2014,eu,4,-0.4,0.8124038404635959
Enel,Renewable Energy,2014,global,1,-2.0,
Enel,Renewable Energy,2015,eu,3,-0.6666666666666666,1.3333333333333335
Enel,Renewable Energy,2015,italy,1,0.0,
Enel,Renewable Energy,2015,spain,3,-0.3333333333333333,0.6666666666666667
Enel,Renewable Energy,2016,eu,3,1.5,0.5
Enel,Renewable Energy,2017,eu,3,1.6666666666666667,0.3333333333333333
Enel,Renewable Energy,2018,eu,1,2.0,
Enel,Renewable Energy,2018,europe,1,1.0,
Enel,Renewable Energy,2019,eu,1,2.0,
Enel,Renewable Energy,2020,eu,1,2.0,
Enel,Renewable Energy,2021,eu,5,1.4,0.24494897427831777
Enel,Renewable Energy,2021,united_states,1,2.0,
Enel,Renewable Energy,2022,eu,5,1.6,0.24494897427831777
Enel,Renewable Energy,2022,united_states,4,2.0,0.0
Enel,Support of UN Climate Process,2013,global,2,1.0,0.5773502691896258
Enel,Support of UN Climate Process,2014,global,1,1.0,
Enel,Support of UN Climate Process,2015,global,9,1.5555555555555556,0.2421610524189263
Enel,Support of UN Climate Process,2016,eu,1,2.0,
Enel,Support of UN Climate Process,2016,global,3,1.6666666666666667,0.3333333333333333
Enel,Support of UN Climate Process,2017,global,1,2.0,
Enel,Support of UN Climate Process,2020,eu,1,2.0,
Enel,Support of UN Climate Process,2020,global,1,2.0,
Enel,Support of UN Climate Process,2021,global,3,2.0,0.0
Enel,Support of UN Climate Process,2021,united_states,2,1.5,0.5
Enel,Support of UN Climate Process,2022,eu,1,1.0,
Enel,Support of UN Climate Process,2022,global,1,2.0,
Enel,Supporting the Need for Regulations,2015,global,1,1.0,
Enel,Supporting the Need for Regulations,2018,global,1,0.0,
Enel,Supporting the Need for Regulations,2019,eu,1,2.0,
Enel,Supporting the Need for Regulations,2020,eu,2,1.5,0.5
Enel,Supporting the Need for Regulations,2020,global,1,1.0,
Enel,Supporting the Need for Regulations,2021,eu,1,1.0,
Enel,Supporting the Need for Regulations,2021,global,3,1.6666666666666667,0.3333333333333333
Enel,Supporting the Need for Regulations,2021,united_states,2,2.0,0.0
Enel,Supporting the Need for Regulations,2022,eu,1,2.0,
Enel,Supporting the Need for Regulations,2022,global,1,1.0,
Enel,Transparency on Legislation,2014,eu,1,-1.0,
Enel,Transparency on Legislation,2016,eu,1,-1.0,
Enel,Transparency on Legislation,2018,global,1,1.0,
Enel,Transparency on Legislation,2021,global,1,1.5,0.5
Engie,Alignment with IPCC on Climate Action,2015,global,1,1.0,
Engie,Alignment with IPCC on Climate Action,2016,eu,1,1.0,
Engie,Alignment with IPCC on Climate Action,2017,global,2,1.0,0.0
Engie,Alignment with IPCC on Climate Action,2018,eu,1,-1.0,
Engie,Alignment with IPCC on Climate Action,2018,global,1,0.0,
Engie,Alignment with IPCC on Climate Action,2019,global,1,1.0,
Engie,Alignment with IPCC on Climate Action,2020,eu,3,2.0,0.0
Engie,Alignment with IPCC on Climate Action,2020,global,2,1.5,0.5
Engie,Alignment with IPCC on Climate Action,2020,united_kingdom,3,2.0,0.0
Engie,Alignment with IPCC on Climate Action,2021,eu,1,2.0,
Engie,Alignment with IPCC on Climate Action,2021,global,6,1.6666666666666667,0.210818510677892
Engie,Alignment with IPCC on Climate Action,2022,eu,1,2.0,
Engie,Carbon Tax,2016,france,1,-2.0,
Engie,Carbon Tax,2018,eu,1,2.0,
Engie,Carbon Tax,2019,france,1,1.0,
Engie,Carbon Tax,2020,eu,1,1.0,
Engie,Carbon Tax,2021,eu,2,1.0,0.0
Engie,Communication of Climate Science,2017,global,1,2.0,
Engie,Communication of Climate Science,2018,global,1,2.0,
Engie,Communication of Climate Science,2020,global,3,1.6666666666666667,0.3333333333333333
Engie,Communication of Climate Science,2021,global,2,1.0,0.0
Engie,Communication of Climate Science,2022,global,1,2.0,
Engie,Disclosure on Relationships,2016,eu,1,1.0,
Engie,Disclosure on Relationships,2020,global,1,-1.0,
Engie,Emissions Trading,2013,eu,1,1.0,
Engie,Emissions Trading,2015,eu,1,0.0,
Engie,Emissions Trading,2016,eu,5,1.4,0.24494897427831777
Engie,Emissions Trading,2016,global,1,1.0,
Engie,Emissions Trading,2016,united_kingdom,1,1.0,
Engie,Emissions Trading,2017,france,1,1.0,
Engie,Emissions Trading,2018,eu,1,2.0,
Engie,Emissions Trading,2019,eu,2,2.0,0.0
Engie,Emissions Trading,2020,eu,2,1.0,1.0
Engie,Emissions Trading,2020,global,1,1.0,
Engie,Emissions Trading,2021,eu,2,0.5,0.5
Engie,Emissions Trading,2021,global,1,1.0,
Engie,Energy Transition & Zero Carbon Technologies,2013,eu,1,1.0,
Engie,Energy Transition & Zero Carbon Technologies,2015,france,1,0.0,
Engie,Energy Transition & Zero Carbon Technologies,2015,global,1,1.0,
Engie,Energy Transition & Zero Carbon Technologies,2016,africa,1,1.0,
Engie,Energy Transition & Zero Carbon Technologies,2016,eu,1,0.0,
Engie,Energy Transition & Zero Carbon Technologies,2016,france,1,2.0,
Engie,Energy Transition & Zero Carbon Technologies,2016,global,3,0.6666666666666666,0.33333333333333337
Engie,Energy Transition & Zero Carbon Technologies,2017,eu,1,-1.0,
Engie,Energy Transition & Zero Carbon Technologies,2017,europe,1,1.0,
Engie,Energy Transition & Zero Carbon Technologies,2017,france,1,1.0,
Engie,Energy Transition & Zero Carbon Technologies,2017,global,3,-0.3333333333333333,0.6666666666666667
Engie,Energy Transition & Zero Carbon Technologies,2018,eu,3,0.3333333333333333,0.6666666666666667
Engie,Energy Transition & Zero Carbon Technologies,2018,france,2,-1.0,0.0
Engie,Energy Transition & Zero Carbon Technologies,2019,africa,1,1.0,
Engie,Energy Transition & Zero Carbon Technologies,2019,eu,6,0.75,0.16366341767699427
Engie,Energy Transition & Zero Carbon Technologies,2019,france,2,0.0,1.0
Engie,Energy Transition & Zero Carbon Technologies,2019,global,2,1.0,0.0
Engie,Energy Transition & Zero Carbon Technologies,2019,united_kingdom,1,2.0,
Engie,Energy Transition & Zero Carbon Technologies,2020,eu,12,-0.5833333333333334,0.22890825651118377
Engie,Energy Transition & Zero Carbon Technologies,2020,france,10,-0.4,0.339934634239519
Engie,Energy Transition & Zero Carbon Technologies,2020,global,4,0.75,0.25
Engie,Energy Transition & Zero Carbon Technologies,2020,united_kingdom,2,1.5,0.5
Engie,Energy Transition & Zero Carbon Technologies,2021,australia,3,-0.3333333333333333,0.6666666666666667
Engie,Energy Transition & Zero Carbon Technologies,2021,eu,10,0.1,0.31446603773522014
Engie,Energy Transition & Zero Carbon Technologies,2021,france,4,0.25,0.6291528696058958
Engie,Energy Transition & Zero Carbon Technologies,2021,global,6,0.8333333333333334,0.3073181485764296
Engie,Energy Transition & Zero Carbon Technologies,2022,australia,1,1.0,
Engie,Energy Transition & Zero Carbon Technologies,2022,eu,7,0.0,0.5345224838248488
Engie,Energy Transition & Zero Carbon Technologies,2022,france,2,0.5,0.5
Engie,Energy Transition & Zero Carbon Technologies,2022,global,5,0.0,0.31622776601683794
Engie,Energy Transition & Zero Carbon Technologies,2023,eu,2,0.5,0.5
Engie,Energy and Resource Efficiency,2013,eu,1,-1.0,
Engie,Energy and Resource Efficiency,2014,eu,1,-2.0,
Engie,Energy and Resource Efficiency,2015,eu,1,0.0,
Engie,Energy and Resource Efficiency,2016,eu,2,0.0,0.0
Engie,Energy and Resource Efficiency,2017,eu,1,2.0,
Engie,Energy and Resource Efficiency,2019,eu,1,1.0,
Engie,Energy and Resource Efficiency,2020,eu,1,2.0,
Engie,Energy and Resource Efficiency,2020,france,1,1.0,
Engie,Energy and Resource Efficiency,2021,eu,1,0.0,
Engie,Energy and Resource Efficiency,2021,france,1,1.0,
Engie,Energy and Resource Efficiency,2021,global,1,1.0,
Engie,Energy and Resource Efficiency,2022,eu,1,1.0,
Engie,GHG Emission Regulation,2013,eu,1,0.0,1.0
Engie,GHG Emission Regulation,2014,eu,1,2.0,
Engie,GHG Emission Regulation,2015,eu,1,2.0,
Engie,GHG Emission Regulation,2016,eu,2,0.5,0.5
Engie,GHG Emission Regulation,2016,united_kingdom,1,2.0,
Engie,GHG Emission Regulation,2018,eu,2,0.5,1.4999999999999998
Engie,GHG Emission Regulation,2020,eu,5,1.4,0.39999999999999997
Engie,GHG Emission Regulation,2020,united_kingdom,1,2.0,
Engie,GHG Emission Regulation,2021,eu,3,0.6666666666666666,0.8819171036881969
Engie,GHG Emission Regulation,2021,global,1,2.0,
Engie,GHG Emission Regulation,2022,australia,1,0.0,
Engie,GHG Emission Regulation,2022,eu,2,0.5,1.4999999999999998
Engie,Land Use,2021,global,1,1.0,
Engie,Renewable Energy,2013,eu,2,-1.3333333333333333,0.3333333333333333
Engie,Renewable Energy,2014,eu,3,-1.75,0.25
Engie,Renewable Energy,2015,eu,4,-1.5,0.5
Engie,Renewable Energy,2016,africa,1,1.0,
Engie,Renewable Energy,2016,eu,2,-0.5,0.5
Engie,Renewable Energy,2016,global,1,-2.0,
Engie,Renewable Energy,2018,eu,1,1.0,
Engie,Renewable Energy,2019,africa,1,1.0,
Engie,Renewable Energy,2019,eu,1,1.0,
Engie,Renewable Energy,2020,eu,1,0.0,
Engie,Renewable Energy,2021,eu,4,0.25,0.6291528696058958
Engie,Renewable Energy,2021,united_states,3,2.0,0.0
Engie,Renewable Energy,2022,eu,1,1.0,
Engie,Renewable Energy,2022,united_states,2,2.0,0.0
Engie,Renewable Energy,2023,france,1,1.0,
Engie,Support of UN Climate Process,2013,europe,1,2.0,
Engie,Support of UN Climate Process,2015,global,2,2.0,0.0
Engie,Support of UN Climate Process,2016,global,5,1.6,0.24494897427831777
Engie,Support of UN Climate Process,2020,united_kingdom,1,2.0,0.0
Engie,Support of UN Climate Process,2021,global,3,1.3333333333333333,0.3333333333333333
Engie,Support of UN Climate Process,2022,global,1,1.0,
